,country,year,sex,age,suicides_no,population,rate_per_100k
40997,Ukraine,1981,female,75+,314.0,1467800.0,21.392560294318027
32968,Russian Federation,1981,female,55-74,3071.0,14356400.0,21.39115655735421
36270,Slovenia,2008,male,15-24,28.0,131046.0,21.36654304595333
21318,Kazakhstan,1987,male,15-24,311.0,1456300.0,21.35548994025956
23333,Lithuania,2008,female,75+,36.0,168662.0,21.344464076081156
31460,Republic of Korea,1995,male,35-54,1265.0,5928800.0,21.336526784509513
36234,Slovenia,2005,male,15-24,29.0,135934.0,21.333882619506525
21304,Kazakhstan,1986,female,55-74,221.0,1036300.0,21.32587088680884
36271,Slovenia,2008,male,25-34,35.0,164191.0,21.316637330913387
31622,Republic of Korea,2009,female,35-54,1780.0,8350429.0,21.316270098218908
23260,Lithuania,2002,female,55-74,85.0,399066.0,21.29973488094701
18362,Hungary,1993,female,35-54,320.0,1505289.0,21.258376298504807
13540,Estonia,1989,female,55-74,36.0,169553.0,21.23229904513633
22648,Latvia,1985,female,55-74,61.0,287800.0,21.195274496177902
31567,Republic of Korea,2004,male,25-34,912.0,4306280.0,21.1783720519799
23369,Lithuania,2011,female,75+,38.0,179526.0,21.16685048405245
13504,Estonia,1986,female,55-74,35.0,165600.0,21.135265700483092
36330,Slovenia,2013,male,15-24,23.0,108938.0,21.1129266188107
13453,Estonia,1981,female,25-34,24.0,113900.0,21.071115013169447
31340,Republic of Korea,1985,male,35-54,903.0,4285700.0,21.070070233567446
18605,Hungary,2013,female,75+,106.0,503084.0,21.070039993321192
36026,Slovenia,1988,female,35-54,55.0,261200.0,21.05666156202144
41382,Ukraine,2015,male,15-24,507.0,2408074.0,21.054170262209553
18306,Hungary,1988,male,15-24,152.0,723600.0,21.006080707573247
21497,Kazakhstan,2002,female,75+,52.0,247685.0,20.994408220118295
23164,Lithuania,1994,female,55-74,85.0,406436.0,20.91350175673415
13758,Estonia,2007,male,15-24,21.0,100450.0,20.905923344947738
36030,Slovenia,1988,male,15-24,31.0,148600.0,20.861372812920592
22778,Latvia,1996,female,35-54,72.0,345200.0,20.85747392815759
13566,Estonia,1991,male,15-24,23.0,110633.0,20.789457033615648
31634,Republic of Korea,2010,female,35-54,1745.0,8411310.0,20.745876682704594
23092,Lithuania,1988,female,55-74,75.0,361900.0,20.72395689416966
33016,Russian Federation,1985,female,55-74,3208.0,15484100.0,20.718026879185743
33112,Russian Federation,1993,female,55-74,3433.0,16579000.0,20.706918390735268
36062,Slovenia,1991,female,35-54,56.0,270900.0,20.671834625322997
22710,Latvia,1990,male,15-24,39.0,188700.0,20.66772655007949
22865,Latvia,2003,female,75+,22.0,106496.0,20.658052884615387
36281,Slovenia,2009,female,75+,21.0,101714.0,20.646125410464638
36294,Slovenia,2010,male,15-24,25.0,121143.0,20.63676811701873
13624,Estonia,1996,female,55-74,37.0,179534.0,20.60890973297537
21340,Kazakhstan,1989,female,55-74,215.0,1043900.0,20.595842513650734
18374,Hungary,1994,female,35-54,310.0,1507467.0,20.56429759324748
21292,Kazakhstan,1985,female,55-74,211.0,1026200.0,20.561294094718377
33124,Russian Federation,1994,female,55-74,3489.0,16977700.0,20.5504868150574
37153,Sri Lanka,1998,female,25-34,310.0,1508958.0,20.54397802987227
23224,Lithuania,1999,female,55-74,84.0,409039.0,20.53593911583003
36038,Slovenia,1989,female,35-54,54.0,263700.0,20.477815699658702
33040,Russian Federation,1987,female,55-74,3208.0,15674100.0,20.46688486101275
13610,Estonia,1995,female,35-54,41.0,200427.0,20.456325744535416
33052,Russian Federation,1988,female,55-74,3198.0,15638700.0,20.449270079993862
23032,Lithuania,1982,female,55-74,65.0,318000.0,20.440251572327043
36244,Slovenia,2006,female,55-74,45.0,220693.0,20.390315959273742
23080,Lithuania,1987,female,55-74,72.0,354000.0,20.338983050847457
37212,Sri Lanka,2003,female,15-24,358.0,1760232.0,20.338228142653925
31657,Republic of Korea,2012,female,25-34,733.0,3604570.0,20.335296581839167
18378,Hungary,1994,male,15-24,167.0,821912.0,20.318476917236882
23129,Lithuania,1991,female,75+,24.0,118271.0,20.29237936603225
36184,Slovenia,2001,female,55-74,43.0,211919.0,20.290771474006576
41225,Ukraine,2001,female,75+,387.0,1908369.0,20.279096967095985
36233,Slovenia,2005,female,75+,18.0,88774.0,20.276206997544328
18424,Hungary,1998,female,55-74,241.0,1190456.0,20.244343344063115
13506,Estonia,1986,male,15-24,22.0,108700.0,20.239190432382706
18282,Hungary,1986,male,15-24,142.0,701700.0,20.236568334045888
33136,Russian Federation,1995,female,55-74,3499.0,17293700.0,20.23280154044536
18631,Hungary,2015,male,25-34,129.0,637775.0,20.226568931049353
31672,Republic of Korea,2013,female,55-74,1004.0,4970200.0,20.200394350327954
36232,Slovenia,2005,female,55-74,44.0,217991.0,20.18431953612764
13454,Estonia,1981,female,35-54,42.0,208100.0,20.182604517059108
37165,Sri Lanka,1999,female,25-34,303.0,1501778.0,20.17608461437043
13622,Estonia,1996,female,35-54,40.0,198315.0,20.169931674356455
23381,Lithuania,2012,female,75+,37.0,183510.0,20.162388970628303
23069,Lithuania,1986,female,75+,23.0,114200.0,20.140105078809107
37121,Sri Lanka,1986,female,75+,22.0,109400.0,20.109689213893965
31646,Republic of Korea,2011,female,35-54,1694.0,8426582.0,20.103050086025387
18330,Hungary,1990,male,15-24,152.0,756824.0,20.083929685105122
18619,Hungary,2014,male,25-34,130.0,648134.0,20.057580685475532
33028,Russian Federation,1986,female,55-74,3133.0,15620800.0,20.05659121171771
36355,Slovenia,2015,male,25-34,29.0,144722.0,20.038418485095562
33305,Russian Federation,2009,female,75+,1133.0,5657810.0,20.025416194605334
32954,Russian Federation,1980,female,35-54,3859.0,19316800.0,19.977428973743063
41117,Ukraine,1992,female,75+,371.0,1858400.0,19.963409384416703
22852,Latvia,2002,female,55-74,59.0,296380.0,19.90687630744315
36295,Slovenia,2010,male,25-34,32.0,161002.0,19.875529496527992
23417,Lithuania,2015,female,75+,38.0,191358.0,19.858067078460266
23222,Lithuania,1999,female,35-54,97.0,489403.0,19.820066489171502
23282,Lithuania,2004,female,35-54,98.0,496461.0,19.739717722036573
31669,Republic of Korea,2013,female,25-34,698.0,3536920.0,19.734684414688488
33076,Russian Federation,1990,female,55-74,3064.0,15534000.0,19.724475344405818
22792,Latvia,1997,female,55-74,63.0,320000.0,19.6875
18342,Hungary,1991,male,15-24,154.0,785554.0,19.60399921584003
37224,Sri Lanka,2006,female,15-24,333.0,1699144.0,19.598103515652586
33064,Russian Federation,1989,female,55-74,3042.0,15522500.0,19.597358672894188
23153,Lithuania,1993,female,75+,22.0,112294.0,19.591429640052006
31507,Republic of Korea,1999,male,25-34,901.0,4611200.0,19.539382373351838
21388,Kazakhstan,1993,female,55-74,229.0,1173100.0,19.520927457164778
22598,Latvia,1981,female,35-54,72.0,370100.0,19.454201567144015
23162,Lithuania,1994,female,35-54,93.0,478334.0,19.442481613266043
32966,Russian Federation,1981,female,35-54,3669.0,18904700.0,19.407872116457813
23212,Lithuania,1998,female,55-74,80.0,412652.0,19.386795653480412
36122,Slovenia,1996,female,35-54,54.0,278800.0,19.368723098995698
23030,Lithuania,1982,female,35-54,92.0,475100.0,19.3643443485582
31471,Republic of Korea,1996,male,25-34,893.0,4615200.0,19.34910729762524
33100,Russian Federation,1992,female,55-74,3133.0,16206600.0,19.331630323448472
35990,Slovenia,1985,female,35-54,49.0,253600.0,19.321766561514195
36148,Slovenia,1998,female,55-74,42.0,217500.0,19.31034482758621
21533,Kazakhstan,2005,female,75+,54.0,279776.0,19.301155209882193
18390,Hungary,1995,male,15-24,159.0,823833.0,19.30002803966338
22901,Latvia,2006,female,75+,22.0,114051.0,19.289616048960553
37177,Sri Lanka,2000,female,25-34,288.0,1495529.0,19.25739988993861
18366,Hungary,1993,male,15-24,157.0,816038.0,19.23930013063117
22768,Latvia,1995,female,55-74,61.0,317700.0,19.200503619767076
13830,Estonia,2013,male,15-24,15.0,78163.0,19.190665660222866
18277,Hungary,1986,female,25-34,155.0,808100.0,19.180794456131668
22720,Latvia,1991,female,55-74,58.0,302600.0,19.167217448777265
18460,Hungary,2001,female,55-74,228.0,1190022.0,19.159309659821417
31483,Republic of Korea,1997,male,25-34,881.0,4602700.0,19.140939014056965
21316,Kazakhstan,1987,female,55-74,199.0,1040500.0,19.12542047092744
22780,Latvia,1996,female,55-74,61.0,319600.0,19.08635794743429
18438,Hungary,1999,male,15-24,150.0,786244.0,19.07804701848281
37097,Sri Lanka,1984,female,75+,20.0,105000.0,19.047619047619047
18301,Hungary,1988,female,25-34,145.0,761500.0,19.041365725541695
23054,Lithuania,1985,female,35-54,90.0,473300.0,19.01542362138179
41249,Ukraine,2003,female,75+,381.0,2008320.0,18.97108030592734
13636,Estonia,1997,female,55-74,34.0,179234.0,18.9696151399846
37181,Sri Lanka,2000,female,75+,40.0,210936.0,18.96309781165851
36161,Slovenia,1999,female,75+,13.0,68600.0,18.950437317784257
36134,Slovenia,1997,female,35-54,54.0,285000.0,18.94736842105263
13574,Estonia,1992,female,35-54,40.0,211121.0,18.94648092799864
31402,Republic of Korea,1990,male,55-74,352.0,1859100.0,18.93389274380076
31436,Republic of Korea,1993,male,35-54,1040.0,5494900.0,18.926641067171378
33329,Russian Federation,2011,female,75+,1103.0,5829088.0,18.92234256885468
37200,Sri Lanka,2002,female,15-24,335.0,1772766.0,18.89702307016267
13538,Estonia,1989,female,35-54,40.0,211810.0,18.884849629384824
31457,Republic of Korea,1995,female,75+,112.0,593200.0,18.880647336480106
22828,Latvia,2000,female,55-74,58.0,307216.0,18.87922504036248
31540,Republic of Korea,2002,female,55-74,664.0,3519055.0,18.868701966863263
36054,Slovenia,1990,male,15-24,28.0,148400.0,18.867924528301888
18386,Hungary,1995,female,35-54,284.0,1506265.0,18.85458402074004
36305,Slovenia,2011,female,75+,20.0,106590.0,18.763486255746315
21545,Kazakhstan,2006,female,75+,53.0,282507.0,18.760597082550166
37129,Sri Lanka,1996,female,25-34,284.0,1516469.0,18.727715502262164
32978,Russian Federation,1982,female,35-54,3492.0,18668300.0,18.70550612535689
18398,Hungary,1996,female,35-54,281.0,1502683.0,18.69988547151994
41237,Ukraine,2002,female,75+,364.0,1946556.0,18.69969320173681
33184,Russian Federation,1999,female,55-74,3072.0,16457600.0,18.666148162551043
21328,Kazakhstan,1988,female,55-74,194.0,1042000.0,18.618042226487525
40998,Ukraine,1981,male,15-24,748.0,4020900.0,18.602800368076796
22610,Latvia,1982,female,35-54,68.0,365700.0,18.594476346732293
31681,Republic of Korea,2014,female,25-34,643.0,3460437.0,18.581468178730027
31684,Republic of Korea,2014,female,55-74,961.0,5173521.0,18.575357092394135
22660,Latvia,1986,female,55-74,54.0,290800.0,18.56946354883081
33088,Russian Federation,1991,female,55-74,2926.0,15781500.0,18.540696385007763
23284,Lithuania,2004,female,55-74,73.0,395331.0,18.465539004024475
37229,Sri Lanka,2006,female,75+,51.0,276505.0,18.444512757454657
18557,Hungary,2009,female,75+,91.0,493507.0,18.43945475950696
31670,Republic of Korea,2013,female,35-54,1550.0,8407766.0,18.43533704434686
22698,Latvia,1989,male,15-24,35.0,190100.0,18.41136244082062
31531,Republic of Korea,2001,male,25-34,835.0,4535491.0,18.410355130238383
22914,Latvia,2007,male,15-24,32.0,174288.0,18.360414945377766
31352,Republic of Korea,1986,male,35-54,827.0,4507500.0,18.347199112590125
33148,Russian Federation,1996,female,55-74,3205.0,17502200.0,18.31198363634286
31696,Republic of Korea,2015,female,55-74,990.0,5412589.0,18.290692310094116
31610,Republic of Korea,2008,female,35-54,1500.0,8209985.0,18.2704353296626
31658,Republic of Korea,2012,female,35-54,1539.0,8431939.0,18.25202957469213
33317,Russian Federation,2010,female,75+,1041.0,5711389.0,18.226739589966645
33160,Russian Federation,1997,female,55-74,3180.0,17453600.0,18.219736902415548
22646,Latvia,1985,female,35-54,66.0,362400.0,18.211920529801326
13757,Estonia,2007,female,75+,13.0,71525.0,18.175463124781544
36329,Slovenia,2013,female,75+,20.0,110100.0,18.165304268846505
31591,Republic of Korea,2006,male,25-34,764.0,4206010.0,18.164483679306517
41010,Ukraine,1982,male,15-24,718.0,3954100.0,18.158367264358514
31445,Republic of Korea,1994,female,75+,93.0,512500.0,18.146341463414632
23272,Lithuania,2003,female,55-74,72.0,396850.0,18.14287514174121
31433,Republic of Korea,1993,female,75+,91.0,501700.0,18.13832967909109
36014,Slovenia,1987,female,35-54,47.0,259200.0,18.132716049382715
41188,Ukraine,1998,female,55-74,1155.0,6376000.0,18.114805520702635
31339,Republic of Korea,1985,male,25-34,655.0,3616800.0,18.109931431099316
41261,Ukraine,2004,female,75+,373.0,2061225.0,18.096035124743782
33341,Russian Federation,2012,female,75+,1095.0,6062562.0,18.06167095693207
18422,Hungary,1998,female,35-54,268.0,1484346.0,18.055089581539615
36319,Slovenia,2012,male,25-34,28.0,155339.0,18.025093505172556
31448,Republic of Korea,1994,male,35-54,1025.0,5690100.0,18.01374316795838
21424,Kazakhstan,1996,female,55-74,211.0,1173100.0,17.986531412496802
31682,Republic of Korea,2014,female,35-54,1506.0,8376722.0,17.978392979974746
22961,Latvia,2011,female,75+,22.0,122500.0,17.959183673469386
23128,Lithuania,1991,female,55-74,69.0,384378.0,17.951079406209512
23368,Lithuania,2011,female,55-74,68.0,378929.0,17.945314293706737
23118,Lithuania,1990,male,15-24,51.0,284223.0,17.943656917279743
36306,Slovenia,2011,male,15-24,21.0,117052.0,17.940744284591464
18289,Hungary,1987,female,25-34,141.0,787200.0,17.911585365853657
22600,Latvia,1981,female,55-74,49.0,273800.0,17.89627465303141
18426,Hungary,1998,male,15-24,145.0,810229.0,17.896175031997128
18484,Hungary,2003,female,55-74,214.0,1196595.0,17.884079408655396
22816,Latvia,1999,female,55-74,56.0,313200.0,17.879948914431672
23020,Lithuania,1981,female,55-74,56.0,313300.0,17.874241940631983
18446,Hungary,2000,female,35-54,256.0,1433302.0,17.86085556288905
18402,Hungary,1996,male,15-24,147.0,823037.0,17.86067941052468
22586,Latvia,1980,female,35-54,67.0,375600.0,17.838125665601705
31390,Republic of Korea,1989,male,55-74,314.0,1763900.0,17.8014626679517
21266,Kazakhstan,1982,female,35-54,279.0,1569600.0,17.775229357798164
22730,Latvia,1992,female,35-54,64.0,360400.0,17.758046614872363
21557,Kazakhstan,2007,female,75+,50.0,281627.0,17.753979554517144
21352,Kazakhstan,1990,female,55-74,188.0,1060900.0,17.720803091714583
18462,Hungary,2001,male,15-24,132.0,745448.0,17.707472553417542
22802,Latvia,1998,female,35-54,61.0,344600.0,17.70168311085316
41176,Ukraine,1997,female,55-74,1152.0,6513400.0,17.686615285411612
36318,Slovenia,2012,male,15-24,20.0,113220.0,17.664723547076488
13658,Estonia,1999,female,35-54,35.0,198278.0,17.651983578611848
22634,Latvia,1984,female,35-54,64.0,362700.0,17.64543700027571
22814,Latvia,1999,female,35-54,61.0,346100.0,17.62496388327073
22973,Latvia,2012,female,75+,22.0,125246.0,17.56543123133673
23116,Lithuania,1990,female,55-74,66.0,375786.0,17.563187558876596
13537,Estonia,1989,female,25-34,21.0,119736.0,17.53858488675085
31351,Republic of Korea,1986,male,25-34,671.0,3832600.0,17.507697124667327
18450,Hungary,2000,male,15-24,132.0,754097.0,17.50437941007589
18580,Hungary,2011,female,55-74,229.0,1312734.0,17.44450894088216
18217,Hungary,1981,female,25-34,148.0,849100.0,17.43022023318808
23056,Lithuania,1985,female,55-74,59.0,338600.0,17.424689899586532
22708,Latvia,1990,female,55-74,52.0,298900.0,17.397122783539647
13673,Estonia,2000,female,75+,10.0,57680.0,17.337031900138697
23053,Lithuania,1985,female,25-34,47.0,271100.0,17.33677609738104
13550,Estonia,1990,female,35-54,37.0,213553.0,17.32590972732764
18558,Hungary,2009,male,15-24,111.0,641509.0,17.3029528814093
33014,Russian Federation,1985,female,35-54,3170.0,18327900.0,17.29603500673836
41094,Ukraine,1990,male,15-24,613.0,3544600.0,17.29391186593692
21268,Kazakhstan,1982,female,55-74,163.0,942700.0,17.290760581309005
36198,Slovenia,2002,male,15-24,25.0,144651.0,17.282977649653304
13598,Estonia,1994,female,35-54,35.0,202883.0,17.25132219062218
21412,Kazakhstan,1995,female,55-74,208.0,1205800.0,17.249958533753524
41106,Ukraine,1991,male,15-24,618.0,3586700.0,17.230323138260797
36098,Slovenia,1994,female,35-54,48.0,278900.0,17.210469702402293
41118,Ukraine,1992,male,15-24,623.0,3628400.0,17.17010252452872
36269,Slovenia,2008,female,75+,17.0,99156.0,17.14470127879301
21376,Kazakhstan,1992,female,55-74,194.0,1132100.0,17.136295380266763
33172,Russian Federation,1998,female,55-74,2917.0,17046200.0,17.112318287946874
13492,Estonia,1985,female,55-74,28.0,163800.0,17.094017094017094
41008,Ukraine,1982,female,55-74,995.0,5825400.0,17.080372163284924
23294,Lithuania,2005,female,35-54,84.0,492082.0,17.070325677427746
18470,Hungary,2002,female,35-54,248.0,1453102.0,17.066936801408296
31693,Republic of Korea,2015,female,25-34,572.0,3353452.0,17.057050466206167
23090,Lithuania,1988,female,35-54,81.0,475100.0,17.04904230688276
18434,Hungary,1999,female,35-54,246.0,1445083.0,17.02324364759671
23126,Lithuania,1991,female,35-54,81.0,475861.0,17.021777367760755
18474,Hungary,2002,male,15-24,123.0,722619.0,17.02141792562886
31363,Republic of Korea,1987,male,25-34,675.0,3973800.0,16.98626000301978
31414,Republic of Korea,1991,male,55-74,331.0,1948900.0,16.983939658268767
23390,Lithuania,2013,female,35-54,75.0,442140.0,16.96295291084272
36158,Slovenia,1999,female,35-54,49.0,289200.0,16.9432918395574
40996,Ukraine,1981,female,55-74,970.0,5730400.0,16.92726511238308
13490,Estonia,1985,female,35-54,35.0,206900.0,16.91638472692122
31364,Republic of Korea,1987,male,35-54,781.0,4617500.0,16.91391445587439
41032,Ukraine,1985,female,55-74,1028.0,6084100.0,16.896500714978387
18494,Hungary,2004,female,35-54,243.0,1440339.0,16.871028278759375
41056,Ukraine,1987,female,55-74,1024.0,6070300.0,16.869018005699882
22754,Latvia,1994,female,35-54,59.0,350200.0,16.847515705311253
23138,Lithuania,1992,female,35-54,80.0,475245.0,16.83342276089175
36050,Slovenia,1990,female,35-54,45.0,267400.0,16.828721017202692
13818,Estonia,2012,male,15-24,14.0,83194.0,16.828136644469552
13721,Estonia,2004,female,75+,11.0,65370.0,16.827290806180205
18265,Hungary,1985,female,25-34,139.0,826300.0,16.821977490015733
41140,Ukraine,1994,female,55-74,1087.0,6467700.0,16.80659276095057
21569,Kazakhstan,2008,female,75+,47.0,280166.0,16.77576865144236
18253,Hungary,1984,female,25-34,141.0,841000.0,16.76575505350773
41044,Ukraine,1986,female,55-74,1023.0,6106500.0,16.752640628838122
18508,Hungary,2005,female,55-74,203.0,1213827.0,16.72396478246076
23018,Lithuania,1981,female,35-54,80.0,479000.0,16.701461377870565
18556,Hungary,2009,female,55-74,212.0,1270295.0,16.689036798538922
41034,Ukraine,1985,male,15-24,614.0,3679300.0,16.687956948332562
31378,Republic of Korea,1988,male,55-74,281.0,1684400.0,16.682498218950368
41068,Ukraine,1988,female,55-74,1000.0,5995800.0,16.67834150572067
36353,Slovenia,2015,female,75+,19.0,114010.0,16.665204806595913
18410,Hungary,1997,female,35-54,249.0,1494699.0,16.65887245525688
37094,Sri Lanka,1984,female,35-54,230.0,1381000.0,16.6545981173063
33196,Russian Federation,2000,female,55-74,2646.0,15887955.0,16.654125719766956
31573,Republic of Korea,2005,female,25-34,679.0,4080577.0,16.639803635613294
41309,Ukraine,2008,female,75+,347.0,2087152.0,16.625526075724242
22790,Latvia,1997,female,35-54,57.0,344200.0,16.560139453805927
18458,Hungary,2001,female,35-54,241.0,1459506.0,16.512436399713327
36280,Slovenia,2009,female,55-74,38.0,230162.0,16.51011027015754
22674,Latvia,1987,male,15-24,31.0,187800.0,16.50692225772098
21400,Kazakhstan,1994,female,55-74,198.0,1201100.0,16.484888851885774
36307,Slovenia,2011,male,25-34,26.0,157791.0,16.477492379159777
31694,Republic of Korea,2015,female,35-54,1372.0,8337331.0,16.456105676984635
18205,Hungary,1980,female,25-34,136.0,827000.0,16.44498186215236
41164,Ukraine,1996,female,55-74,1079.0,6561400.0,16.444661200353583
23066,Lithuania,1986,female,35-54,78.0,474400.0,16.441821247892076
18241,Hungary,1983,female,25-34,140.0,851600.0,16.439643024894316
18496,Hungary,2004,female,55-74,198.0,1204796.0,16.434317511014314
37084,Sri Lanka,1983,female,55-74,96.0,585000.0,16.410256410256412
31459,Republic of Korea,1995,male,25-34,759.0,4627000.0,16.403717311432892
23009,Latvia,2015,female,75+,22.0,134138.0,16.401019845234014
13769,Estonia,2008,female,75+,12.0,73185.0,16.39680262348842
36002,Slovenia,1986,female,35-54,42.0,256400.0,16.380655226209047
23378,Lithuania,2012,female,35-54,74.0,451819.0,16.378239958921604
33134,Russian Federation,1995,female,35-54,3328.0,20339300.0,16.36241168575123
41082,Ukraine,1989,male,15-24,573.0,3509000.0,16.329438586491875
31519,Republic of Korea,2000,male,25-34,748.0,4584802.0,16.3147721537375
18592,Hungary,2012,female,55-74,219.0,1343763.0,16.2975167496054
36170,Slovenia,2000,female,35-54,48.0,294792.0,16.282667100871123
41357,Ukraine,2012,female,75+,347.0,2131156.0,16.282243064327528
18498,Hungary,2004,male,15-24,111.0,683254.0,16.24578853544948
22694,Latvia,1989,female,35-54,59.0,363400.0,16.235553109521188
18568,Hungary,2010,female,55-74,210.0,1293957.0,16.229287371991497
13646,Estonia,1998,female,35-54,32.0,197231.0,16.22463000238299
41273,Ukraine,2005,female,75+,342.0,2109628.0,16.21138892733695
22718,Latvia,1991,female,35-54,59.0,364100.0,16.204339467179345
33122,Russian Federation,1994,female,35-54,3257.0,20124300.0,16.18441386781155
33220,Russian Federation,2002,female,55-74,2472.0,15292297.0,16.165001242128636
41200,Ukraine,1999,female,55-74,1002.0,6200500.0,16.159987097814692
37082,Sri Lanka,1983,female,35-54,220.0,1364000.0,16.129032258064516
36136,Slovenia,1997,female,55-74,35.0,217100.0,16.121602947950255
18532,Hungary,2007,female,55-74,199.0,1235077.0,16.112355747860253
21605,Kazakhstan,2011,female,75+,44.0,273217.0,16.10441517182313
31598,Republic of Korea,2007,female,35-54,1297.0,8058659.0,16.094489169972324
18607,Hungary,2013,male,25-34,107.0,664876.0,16.093226406126856
21254,Kazakhstan,1981,female,35-54,254.0,1578400.0,16.09224531170806
18193,Hungary,1979,female,25-34,131.0,814500.0,16.08348680171885
33365,Russian Federation,2014,female,75+,1019.0,6355318.0,16.033816089139837
18414,Hungary,1997,male,15-24,131.0,818909.0,15.996893427719074
18518,Hungary,2006,female,35-54,227.0,1421095.0,15.973597824213018
21564,Kazakhstan,2008,female,15-24,239.0,1496633.0,15.969178816717259
36196,Slovenia,2002,female,55-74,34.0,213137.0,15.952180991568802
33208,Russian Federation,2001,female,55-74,2471.0,15506563.0,15.935188216756995
36029,Slovenia,1988,female,75+,10.0,62800.0,15.92356687898089
18617,Hungary,2014,female,75+,81.0,508688.0,15.923316453307333
41212,Ukraine,2000,female,55-74,956.0,6006000.0,15.917415917415918
13502,Estonia,1986,female,35-54,33.0,207500.0,15.903614457831324
13793,Estonia,2010,female,75+,12.0,75665.0,15.859380162558645
36352,Slovenia,2015,female,55-74,40.0,252261.0,15.856592973150825
31626,Republic of Korea,2009,male,15-24,549.0,3472834.0,15.80841468380003
33110,Russian Federation,1993,female,35-54,3163.0,20012400.0,15.805200775519179
41152,Ukraine,1995,female,55-74,1029.0,6535200.0,15.745501285347043
31447,Republic of Korea,1994,male,25-34,681.0,4326600.0,15.739841908195812
33353,Russian Federation,2013,female,75+,1000.0,6355318.0,15.734853865691694
36246,Slovenia,2006,male,15-24,21.0,133542.0,15.725389765017747
36316,Slovenia,2012,female,55-74,38.0,242411.0,15.675856293650039
41080,Ukraine,1989,female,55-74,923.0,5897500.0,15.650699448919033
21629,Kazakhstan,2013,female,75+,48.0,307080.0,15.631105900742476
22840,Latvia,2001,female,55-74,47.0,300986.0,15.615344235280045
23332,Lithuania,2008,female,55-74,60.0,384300.0,15.6128024980484
41285,Ukraine,2006,female,75+,333.0,2134223.0,15.60286811640583
23068,Lithuania,1986,female,55-74,54.0,346200.0,15.59792027729636
37157,Sri Lanka,1998,female,75+,32.0,205515.0,15.570639612680342
22585,Latvia,1980,female,25-34,28.0,180500.0,15.51246537396122
22684,Latvia,1988,female,55-74,46.0,296600.0,15.509103169251516
37217,Sri Lanka,2003,female,75+,38.0,245223.0,15.496099468646904
31424,Republic of Korea,1992,male,35-54,823.0,5317000.0,15.478653375963889
13805,Estonia,2011,female,75+,12.0,77543.0,15.475284680757774
36328,Slovenia,2013,female,55-74,38.0,245775.0,15.461295900722206
31562,Republic of Korea,2004,female,35-54,1154.0,7465643.0,15.45747633526007
41369,Ukraine,2014,female,75+,339.0,2203221.0,15.386563581229483
31574,Republic of Korea,2005,female,35-54,1179.0,7663628.0,15.384358426583336
41321,Ukraine,2009,female,75+,313.0,2034703.0,15.383080479067461
31338,Republic of Korea,1985,male,15-24,678.0,4413000.0,15.363698164513934
13841,Estonia,2014,female,75+,13.0,84886.0,15.314657305091535
36110,Slovenia,1995,female,35-54,43.0,280800.0,15.313390313390315
37133,Sri Lanka,1996,female,75+,30.0,196180.0,15.292078703231725
41297,Ukraine,2007,female,75+,325.0,2125683.0,15.28920351717542
21290,Kazakhstan,1985,female,35-54,244.0,1596100.0,15.287262702838168
18520,Hungary,2006,female,55-74,187.0,1224334.0,15.273609978976324
23354,Lithuania,2010,female,35-54,72.0,471491.0,15.270705061178264
22888,Latvia,2005,female,55-74,44.0,288859.0,15.232345192637236
18472,Hungary,2002,female,55-74,181.0,1190173.0,15.207873141131582
41345,Ukraine,2011,female,75+,311.0,2047428.0,15.189789335693368
36218,Slovenia,2004,female,35-54,46.0,302844.0,15.189338405251549
21364,Kazakhstan,1991,female,55-74,166.0,1093000.0,15.187557182067703
31528,Republic of Korea,2001,female,55-74,520.0,3424102.0,15.186463487361067
36342,Slovenia,2014,male,15-24,16.0,105581.0,15.154241766984592
21581,Kazakhstan,2009,female,75+,42.0,277759.0,15.121022181099443
23308,Lithuania,2006,female,55-74,59.0,390589.0,15.105392112937128
41092,Ukraine,1990,female,55-74,886.0,5866100.0,15.103731610439644
31494,Republic of Korea,1998,male,15-24,629.0,4166000.0,15.098415746519445
41333,Ukraine,2010,female,75+,303.0,2016954.0,15.022652970766808
31435,Republic of Korea,1993,male,25-34,646.0,4306500.0,15.000580517821898
31550,Republic of Korea,2003,female,35-54,1091.0,7273425.0,14.999810955636443
31423,Republic of Korea,1992,male,25-34,644.0,4294600.0,14.995575839426257
31492,Republic of Korea,1998,female,55-74,479.0,3195400.0,14.990298554171622
41116,Ukraine,1992,female,55-74,920.0,6140300.0,14.982981287559241
18544,Hungary,2008,female,55-74,187.0,1248557.0,14.977289783325872
18313,Hungary,1989,female,25-34,109.0,728200.0,14.968415270530073
13660,Estonia,1999,female,55-74,26.0,173742.0,14.964717799956258
18506,Hungary,2005,female,35-54,214.0,1431293.0,14.951515867121547
36292,Slovenia,2010,female,55-74,35.0,234322.0,14.936711021585682
31650,Republic of Korea,2011,male,15-24,528.0,3543608.0,14.900067953340212
37189,Sri Lanka,2001,female,25-34,224.0,1503451.0,14.89905557281215
22622,Latvia,1983,female,35-54,54.0,363300.0,14.86374896779521
23258,Lithuania,2002,female,35-54,74.0,498421.0,14.846886467464252
41128,Ukraine,1993,female,55-74,940.0,6338500.0,14.830007099471484
18604,Hungary,2013,female,55-74,200.0,1349472.0,14.820611320575752
22804,Latvia,1998,female,55-74,47.0,317300.0,14.812480302552789
21593,Kazakhstan,2010,female,75+,39.0,263531.0,14.799017952347162
